Ad Poster ID,Date,Platform,Ad ID,Folder,Ad Name,Text,Left or right leaning?,Product or Issue-reference?,State or National candidate/issue?,Ad Permitted (Y/N)
27,9/30/2018,Facebook,61,../ads/issues/Republican/Eastern U.S. Parades/Day 7,Portrait Of America: Honoring Our Veterans,"Text: Don''t forget about our troops. Visit the Portrait Of America: Honoring Our Veterans on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=NC, Headline: Respect our military, State: NC, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,10/02/2018,Facebook,63,../ads/issues/Republican/Eastern U.S. Parades/Day 8,Mooresville Veterans Day Parade & Celebration,"Text: Don''t forget about our troops. Visit the Mooresville Veterans Day Parade & Celebration on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=NC, Headline: Respect our military, State: NC, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,10/02/2018,Facebook,65,../ads/issues/Republican/Eastern U.S. Parades/Day 9,Patriots Salute To Veterans Parade,"Text: Don''t forget about our troops. Visit the Patriots Salute To Veterans Parade on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=NC, Headline: Respect our military, State: NC, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,10/02/2018,Facebook,67,../ads/issues/Republican/Eastern U.S. Parades/Day 9,Salute To Veterans Parade,"Text: Don''t forget about our troops. Visit the Salute To Veterans Parade on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=NC, Headline: Respect our military, State: NC, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,10/03/2018,Facebook,69,../ads/issues/Republican/Eastern U.S. Parades/Day 10,Veterans Day Ceremony,"Text: Don''t forget about our troops. Visit the Veterans Day Ceremony on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=NC, Headline: Respect our military, State: NC, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,9/23/2018,Facebook,81,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 1,Garcia,"Text: Check out this VINYL from the one and only Garcia!, Website URL: https://api.bestbuy.com/click/-/29925272/pdp, Headline: Calling all music lovers, State: Arizona, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,9/23/2018,Facebook,83,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 1,Garcia,"Text: Check out this VINYL from the one and only Garcia!, Website URL: https://api.bestbuy.com/click/-/32169929/pdp, Headline: Calling all music lovers, State: Arizona, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,9/24/2018,Facebook,85,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 2,Garcia,"Text: Check out this VINYL from the one and only Garcia!, Website URL: https://api.bestbuy.com/click/-/32210659/pdp, Headline: Calling all music lovers, State: Arizona, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,9/26/2018,Facebook,87,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 3,Garcia,"Text: Check out this VINYL from the one and only Garcia!, Website URL: https://api.bestbuy.com/click/-/32438452/pdp, Headline: Calling all music lovers, State: Arizona, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,9/27/2018,Facebook,89,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 4,Henderson,"Text: Check out this VINYL from the one and only Henderson!, Website URL: https://api.bestbuy.com/click/-/28708505/pdp, Headline: Calling all music lovers, State: Arkansas, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,9/28/2018,Facebook,91,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 5,Henderson,"Text: Check out this VINYL from the one and only Henderson!, Website URL: https://api.bestbuy.com/click/-/29279063/pdp, Headline: Calling all music lovers, State: Arkansas, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,9/29/2018,Facebook,93,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 6,Henderson,"Text: Check out this VINYL from the one and only Henderson!, Website URL: https://api.bestbuy.com/click/-/29358315/pdp, Headline: Calling all music lovers, State: Arkansas, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,9/29/2018,Facebook,95,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 6,Henderson,"Text: Check out this VINYL from the one and only Henderson!, Website URL: https://api.bestbuy.com/click/-/29876861/pdp, Headline: Calling all music lovers, State: Arkansas, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,9/30/2018,Facebook,97,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 7,Henderson,"Text: Check out this VINYL from the one and only Henderson!, Website URL: https://api.bestbuy.com/click/-/29877806/pdp, Headline: Calling all music lovers, State: Arkansas, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,10/01/2018,Facebook,99,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 8,Newsom,"Text: Check out this VINYL from the one and only Newsom!, Website URL: https://api.bestbuy.com/click/-/21641933/pdp, Headline: Calling all music lovers, State: California, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,10/02/2018,Facebook,101,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 8,Newsom,"Text: Check out this VINYL from the one and only Newsom!, Website URL: https://api.bestbuy.com/click/-/29549099/pdp, Headline: Calling all music lovers, State: California, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,10/02/2018,Facebook,103,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 9,Lamont,"Text: Check out this VINYL from the one and only Lamont!, Website URL: https://api.bestbuy.com/click/-/34064708/pdp, Headline: Calling all music lovers, State: Connecticut, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
27,10/03/2018,Facebook,105,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 10,Abrams,"Text: Check out this VINYL from the one and only Abrams!, Website URL: https://api.bestbuy.com/click/-/32732953/pdp, Headline: Calling all music lovers, State: Georgia, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
