Ad Poster ID,Date,Platform,Ad ID,Folder,Ad Name,Text,Left or right leaning?,Product or Issue-reference?,State or National candidate/issue?,Ad Permitted (Y/N)
5,9/20/2018,Facebook,11,../ads/issues/Democrat/Western U.S. National Parks/Day 4,Great Basin National Park,"Text: Visit the Great Basin National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/grba/index.htm, Headline: Don''t forget about nature, State: NV, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/20/2018,Google,12,../ads/issues/Democrat/Western U.S. National Parks/Day 4,Great Basin National Park,"Text: Visit the Great Basin National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/grba/index.htm, Headline: Don''t forget about nature, State: NV, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/21/2018,Facebook,13,../ads/issues/Democrat/Western U.S. National Parks/Day 5,Arches National Park,"Text: Visit the Arches National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/arch/index.htm, Headline: Don''t forget about nature, State: UT, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/21/2018,Google,14,../ads/issues/Democrat/Western U.S. National Parks/Day 5,Arches National Park,"Text: Visit the Arches National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/arch/index.htm, Headline: Don''t forget about nature, State: UT, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/22/2018,Facebook,15,../ads/issues/Democrat/Western U.S. National Parks/Day 6,Bryce Canyon National Park,"Text: Visit the Bryce Canyon National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/brca/index.htm, Headline: Don''t forget about nature, State: UT, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/22/2018,Google,16,../ads/issues/Democrat/Western U.S. National Parks/Day 6,Bryce Canyon National Park,"Text: Visit the Bryce Canyon National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/brca/index.htm, Headline: Don''t forget about nature, State: UT, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/23/2018,Facebook,17,../ads/issues/Democrat/Western U.S. National Parks/Day 7,Canyonlands National Park,"Text: Visit the Canyonlands National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/cany/index.htm, Headline: Don''t forget about nature, State: UT, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/23/2018,Google,18,../ads/issues/Democrat/Western U.S. National Parks/Day 7,Canyonlands National Park,"Text: Visit the Canyonlands National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/cany/index.htm, Headline: Don''t forget about nature, State: UT, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/23/2018,Facebook,19,../ads/issues/Democrat/Western U.S. National Parks/Day 7,Capitol Reef National Park,"Text: Visit the Capitol Reef National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/care/index.htm, Headline: Don''t forget about nature, State: UT, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/23/2018,Google,20,../ads/issues/Democrat/Western U.S. National Parks/Day 7,Capitol Reef National Park,"Text: Visit the Capitol Reef National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/care/index.htm, Headline: Don''t forget about nature, State: UT, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/24/2018,Facebook,21,../ads/issues/Democrat/Western U.S. National Parks/Day 8,Zion National Park,"Text: Visit the Zion National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/zion/index.htm, Headline: Don''t forget about nature, State: UT, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/24/2018,Google,22,../ads/issues/Democrat/Western U.S. National Parks/Day 8,Zion National Park,"Text: Visit the Zion National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/zion/index.htm, Headline: Don''t forget about nature, State: UT, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/24/2018,Facebook,23,../ads/issues/Democrat/Western U.S. National Parks/Day 8,Yellowstone National Park,"Text: Visit the Yellowstone National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/yell/index.htm, Headline: Don''t forget about nature, State: ID, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/24/2018,Google,24,../ads/issues/Democrat/Western U.S. National Parks/Day 8,Yellowstone National Park,"Text: Visit the Yellowstone National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/yell/index.htm, Headline: Don''t forget about nature, State: ID, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/25/2018,Facebook,25,../ads/issues/Democrat/Western U.S. National Parks/Day 9,Channel Islands National Park,"Text: Visit the Channel Islands National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/chis/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,N
5,9/25/2018,Google,26,../ads/issues/Democrat/Western U.S. National Parks/Day 9,Channel Islands National Park,"Text: Visit the Channel Islands National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/chis/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/26/2018,Facebook,27,../ads/issues/Democrat/Western U.S. National Parks/Day 10,John Muir National Historic Site,"Text: Visit the John Muir National Historic Site before it''s destroyed by climate change!, Website URL: https://www.nps.gov/jomu/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/26/2018,Google,28,../ads/issues/Democrat/Western U.S. National Parks/Day 10,John Muir National Historic Site,"Text: Visit the John Muir National Historic Site before it''s destroyed by climate change!, Website URL: https://www.nps.gov/jomu/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/27/2018,Facebook,29,../ads/issues/Democrat/Western U.S. National Parks/Day 11,Joshua Tree National Park,"Text: Visit the Joshua Tree National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/jotr/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/27/2018,Google,30,../ads/issues/Democrat/Western U.S. National Parks/Day 11,Joshua Tree National Park,"Text: Visit the Joshua Tree National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/jotr/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/28/2018,Facebook,31,../ads/issues/Democrat/Western U.S. National Parks/Day 12,Lassen Volcanic National Park,"Text: Visit the Lassen Volcanic National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/lavo/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/28/2018,Google,32,../ads/issues/Democrat/Western U.S. National Parks/Day 12,Lassen Volcanic National Park,"Text: Visit the Lassen Volcanic National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/lavo/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/28/2018,Facebook,33,../ads/issues/Democrat/Western U.S. National Parks/Day 12,Pinnacles National Park,"Text: Visit the Pinnacles National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/pinn/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/28/2018,Google,34,../ads/issues/Democrat/Western U.S. National Parks/Day 12,Pinnacles National Park,"Text: Visit the Pinnacles National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/pinn/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/29/2018,Facebook,35,../ads/issues/Democrat/Western U.S. National Parks/Day 13,Redwood National and State Parks,"Text: Visit the Redwood National and State Parks before it''s destroyed by climate change!, Website URL: https://www.nps.gov/redw/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,N
5,9/29/2018,Google,36,../ads/issues/Democrat/Western U.S. National Parks/Day 13,Redwood National and State Parks,"Text: Visit the Redwood National and State Parks before it''s destroyed by climate change!, Website URL: https://www.nps.gov/redw/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/29/2018,Facebook,37,../ads/issues/Democrat/Western U.S. National Parks/Day 13,Sequoia & Kings Canyon National Parks,"Text: Visit the Sequoia & Kings Canyon National Parks before it''s destroyed by climate change!, Website URL: https://www.nps.gov/seki/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/29/2018,Google,38,../ads/issues/Democrat/Western U.S. National Parks/Day 13,Sequoia & Kings Canyon National Parks,"Text: Visit the Sequoia & Kings Canyon National Parks before it''s destroyed by climate change!, Website URL: https://www.nps.gov/seki/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/30/2018,Facebook,39,../ads/issues/Democrat/Western U.S. National Parks/Day 14,Yosemite National Park,"Text: Visit the Yosemite National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/yose/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,N
5,9/30/2018,Google,40,../ads/issues/Democrat/Western U.S. National Parks/Day 14,Yosemite National Park,"Text: Visit the Yosemite National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/yose/index.htm, Headline: Don''t forget about nature, State: CA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
