Ad Poster ID,Date,Platform,Ad ID,Folder,Ad Name,Text,Left or right leaning?,Product or Issue-reference?,State or National candidate/issue?,Ad Permitted (Y/N)
6,9/30/2018,Google,78,../ads/issues/Republican/Eastern U.S. Parades/Day 13,Veterans Day Ceremony,"Text: Don''t forget about our troops. Visit the Veterans Day Ceremony on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=NC, Headline: Respect our military, State: NC, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
6,10/01/2018,Google,80,../ads/issues/Republican/Eastern U.S. Parades/Day 14,Randolph County Veterans Day Parade,"Text: Don''t forget about our troops. Visit the Randolph County Veterans Day Parade on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=NC, Headline: Respect our military, State: NC, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
6,9/18/2018,Google,82,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 1,Garcia,"Text: Check out this VINYL from the one and only Garcia!, Website URL: https://api.bestbuy.com/click/-/29925272/pdp, Headline: Calling all music lovers, State: Arizona, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/18/2018,Google,84,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 1,Garcia,"Text: Check out this VINYL from the one and only Garcia!, Website URL: https://api.bestbuy.com/click/-/32169929/pdp, Headline: Calling all music lovers, State: Arizona, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/18/2018,Google,86,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 2,Garcia,"Text: Check out this VINYL from the one and only Garcia!, Website URL: https://api.bestbuy.com/click/-/32210659/pdp, Headline: Calling all music lovers, State: Arizona, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/19/2018,Google,88,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 3,Garcia,"Text: Check out this VINYL from the one and only Garcia!, Website URL: https://api.bestbuy.com/click/-/32438452/pdp, Headline: Calling all music lovers, State: Arizona, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/21/2018,Google,90,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 4,Henderson,"Text: Check out this VINYL from the one and only Henderson!, Website URL: https://api.bestbuy.com/click/-/28708505/pdp, Headline: Calling all music lovers, State: Arkansas, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/21/2018,Google,92,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 5,Henderson,"Text: Check out this VINYL from the one and only Henderson!, Website URL: https://api.bestbuy.com/click/-/29279063/pdp, Headline: Calling all music lovers, State: Arkansas, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/23/2018,Google,94,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 6,Henderson,"Text: Check out this VINYL from the one and only Henderson!, Website URL: https://api.bestbuy.com/click/-/29358315/pdp, Headline: Calling all music lovers, State: Arkansas, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/23/2018,Google,96,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 6,Henderson,"Text: Check out this VINYL from the one and only Henderson!, Website URL: https://api.bestbuy.com/click/-/29876861/pdp, Headline: Calling all music lovers, State: Arkansas, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/23/2018,Google,98,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 7,Henderson,"Text: Check out this VINYL from the one and only Henderson!, Website URL: https://api.bestbuy.com/click/-/29877806/pdp, Headline: Calling all music lovers, State: Arkansas, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/24/2018,Google,100,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 8,Newsom,"Text: Check out this VINYL from the one and only Newsom!, Website URL: https://api.bestbuy.com/click/-/21641933/pdp, Headline: Calling all music lovers, State: California, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/24/2018,Google,102,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 8,Newsom,"Text: Check out this VINYL from the one and only Newsom!, Website URL: https://api.bestbuy.com/click/-/29549099/pdp, Headline: Calling all music lovers, State: California, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/25/2018,Google,104,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 9,Lamont,"Text: Check out this VINYL from the one and only Lamont!, Website URL: https://api.bestbuy.com/click/-/34064708/pdp, Headline: Calling all music lovers, State: Connecticut, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/27/2018,Google,106,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 10,Abrams,"Text: Check out this VINYL from the one and only Abrams!, Website URL: https://api.bestbuy.com/click/-/32732953/pdp, Headline: Calling all music lovers, State: Georgia, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/27/2018,Google,108,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 11,Abrams,"Text: Check out this VINYL from the one and only Abrams!, Website URL: https://api.bestbuy.com/click/-/34077434/pdp, Headline: Calling all music lovers, State: Georgia, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/27/2018,Google,110,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 11,Jordan,"Text: Check out this VINYL from the one and only Jordan!, Website URL: https://api.bestbuy.com/click/-/22120775/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/28/2018,Google,112,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 12,Jordan,"Text: Check out this VINYL from the one and only Jordan!, Website URL: https://api.bestbuy.com/click/-/25929451/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/28/2018,Google,114,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 12,Jordan,"Text: Check out this VINYL from the one and only Jordan!, Website URL: https://api.bestbuy.com/click/-/25955166/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,9/30/2018,Google,116,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 13,Jordan,"Text: Check out this VINYL from the one and only Jordan!, Website URL: https://api.bestbuy.com/click/-/27436157/pdp, Headline: Calling all music lovers, State: Idaho, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
6,10/01/2018,Google,118,../ads/products/Democrat/Gubernatorial Candidates (D) #2/Day 14,Kelly,"Text: Check out this 12 inch Vinyl Single from the one and only Kelly!, Website URL: https://api.bestbuy.com/click/-/24865306/pdp, Headline: Calling all music lovers, State: Kansas, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Democrat,Product,State,Y
4,10/10/2018,Google,120,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 12,Baker,"Text: Check out this VINYL from the one and only Baker!, Website URL: https://api.bestbuy.com/click/-/19790244/pdp, Headline: Calling all music lovers, State: Massachusetts, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,9/30/2018,Google,122,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 13,Baker,"Text: Check out this VINYL from the one and only Baker!, Website URL: https://api.bestbuy.com/click/-/19898554/pdp, Headline: Calling all music lovers, State: Massachusetts, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,9/30/2018,Google,124,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 13,Baker,"Text: Check out this VINYL from the one and only Baker!, Website URL: https://api.bestbuy.com/click/-/20199027/pdp, Headline: Calling all music lovers, State: Massachusetts, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,10/01/2018,Google,126,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 14,Baker,"Text: Check out this VINYL from the one and only Baker!, Website URL: https://api.bestbuy.com/click/-/20562776/pdp, Headline: Calling all music lovers, State: Massachusetts, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,10/01/2018,Google,128,../ads/products/Republican/Gubernatorial Candidates (R) #2/Day 14,Baker,"Text: Check out this VINYL from the one and only Baker!, Website URL: https://api.bestbuy.com/click/-/20784354/pdp, Headline: Calling all music lovers, State: Massachusetts, District: n/a, Office: Governor, Keywords: record store, vinyl, cd",Republican,Product,State,Y
4,9/30/2018,Google,132,../ads/issues/Democrat/Eastern U.S. National Parks/Day 11,National Parks of New York Harbor,"Text: Visit the National Parks of New York Harbor before it''s destroyed by climate change!, Website URL: https://www.nps.gov/npnh/index.htm, Headline: Don''t forget about nature, State: NY, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,9/30/2018,Google,134,../ads/issues/Democrat/Eastern U.S. National Parks/Day 12,Statue Of Liberty National Monument,"Text: Visit the Statue Of Liberty National Monument before it''s destroyed by climate change!, Website URL: https://www.nps.gov/stli/index.htm, Headline: Don''t forget about nature, State: NY, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,10/01/2018,Google,136,../ads/issues/Democrat/Eastern U.S. National Parks/Day 13,Great Egg Harbor River,"Text: Visit the Great Egg Harbor River before it''s destroyed by climate change!, Website URL: https://www.nps.gov/greg/index.htm, Headline: Don''t forget about nature, State: NJ, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,10/01/2018,Google,138,../ads/issues/Democrat/Eastern U.S. National Parks/Day 14,Lower Delaware National Wild and Scenic River,"Text: Visit the Lower Delaware National Wild and Scenic River before it''s destroyed by climate change!, Website URL: https://www.nps.gov/lode/index.htm, Headline: Don''t forget about nature, State: NJ, Keywords: east coast, national parks, nature'",Democrat,Issue,State,Y
4,9/30/2018,Google,140,../ads/products/Democrat/Congressional Candidates (D) #2/Day 12,ADAMS,"Text: Check out this VINYL from the one and only Adams!, Website URL: https://api.bestbuy.com/click/-/16715262/pdp, Headline: Calling all music lovers, State: NC, District: 05, Office: H, Keywords: east coast, record store, vinyl, cd",Democrat,Product,National,Y
4,9/30/2018,Google,142,../ads/products/Democrat/Congressional Candidates (D) #2/Day 12,MARSHALL,"Text: Check out this VINYL from the one and only Marshall!, Website URL: https://api.bestbuy.com/click/-/20735617/pdp, Headline: Calling all music lovers, State: NC, District: 05, Office: H, Keywords: east coast, record store, vinyl, cd",Democrat,Product,National,Y
4,10/01/2018,Google,144,../ads/products/Democrat/Congressional Candidates (D) #2/Day 13,WATTS,"Text: Check out this VINYL from the one and only Watts!, Website URL: https://api.bestbuy.com/click/-/26525152/pdp, Headline: Calling all music lovers, State: NC, District: 06, Office: H, Keywords: east coast, record store, vinyl, cd",Democrat,Product,National,Y
4,10/01/2018,Google,146,../ads/products/Democrat/Congressional Candidates (D) #2/Day 14,HORTON,"Text: Check out this VINYL from the one and only Horton!, Website URL: https://api.bestbuy.com/click/-/21254822/pdp, Headline: Calling all music lovers, State: NC, District: 07, Office: H, Keywords: east coast, record store, vinyl, cd",Democrat,Product,National,Y
4,10/01/2018,Google,148,../ads/products/Democrat/Congressional Candidates (D) #2/Day 14,BROWN,"Text: Check out this 12 inch Vinyl Single from the one and only Brown!, Website URL: https://api.bestbuy.com/click/-/15833118/pdp, Headline: Calling all music lovers, State: NC, District: 10, Office: H, Keywords: east coast, record store, vinyl, cd",Democrat,Product,National,Y
